"no_of_review_by_the_author_got_merged","AVG_Merge_Time","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
0,0,98,0,1,4,10,11496,4186,0,98,0,0,0,0,0,0.008,0.130644183991238,771
37,0,21,40,7,3,9,827,352,37,19,2,2,2,0,0,0.00682293386156047,0.189761506504791,804
0,0,5,9,0,2,10,28,5,0,115,6,6,6,95,0.4,0.00905506061048634,0.139501080924988,823
127,0,55,139,0,2,10,9316,13944,128,108,6,6,6,0,0.4,0.00900770013075694,0.151096825722836,824
19,0,11,24,0,1,8,187,34,21,21,4,4,4,0,0.333333333333333,0.00881934566145092,0.121775814794034,832
0,0,1,0,0,2,10,1,1,0,97,0,0,0,0,0,0.008,0.130644183991238,872
9,0,14,16,0,2,10,230564,5480735,9,13,2,2,2,0,0,0.00865800865800866,0.0663254851605995,873
7,0,4,9,0,1,9,23,6,7,124,4,4,4,0,0.333333333333333,0.00901555911007707,0.0991154329552744,874
0,0,1,0,0,3,6,78,7,0,122,0,0,0,0,0,0.008,0.130644183991238,875
16,0,22,67,0,5,7,6386,2767,57,89,2,2,2,0,0,0.00866890380313199,0.0657460906050209,876
6,0,3,7,0,2,6,19,27,6,116,2,2,2,0,0,0.0089157319528329,0.0530597435865985,884
13,0,3,18,0,1,8,1655,608,13,123,2,2,2,0,0,0.00836368541750978,0.0824739886401123,893
0,0,0,0,7,2,10,0,0,0,65,0,0,0,0,0,0.008,0.130644183991238,1377
0,0,754,0,4,3,6,75691,64155,0,52,0,0,0,0,0,0.008,0.130644183991238,1448
0,0,0,4,3,2,7,0,0,0,1,0,0,0,0,0,0.008,0.130644183991238,1539
0,0,0,0,0,2,8,0,0,0,30,0,0,0,0,0,0.008,0.130644183991238,1644
0,0,0,0,0,4,9,0,0,0,24,0,0,0,0,0,0.008,0.130644183991238,1645
0,0,0,0,0,3,7,0,0,0,79,0,0,0,0,0,0.008,0.130644183991238,1652
0,0,46,2,0,2,8,7683,3376,2,107,0,0,0,0,0,0.008,0.130644183991238,1977
0,0,316,0,0,2,9,71806,44771,0,58,0,0,0,0,0,0.008,0.130644183991238,2342
0,0,0,0,0,13,0,0,0,0,95,0,0,0,0,0,0.008,0.130644183991238,378243
0,0,0,0,0,3,0,0,0,0,26,0,0,0,0,0,0.008,0.130644183991238,379031
0,0,0,0,0,2,0,0,0,0,27,0,0,0,0,0,0.008,0.130644183991238,379033
0,0,0,0,5,2,0,0,0,0,32,0,0,0,0,0,0.008,0.130644183991238,379589
0,0,0,0,14,2,0,0,0,0,33,0,0,0,0,0,0.008,0.130644183991238,379590
0,0,0,0,1,2,0,0,0,0,34,0,0,0,0,0,0.008,0.130644183991238,379593
0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0.008,0.130644183991238,379606
0,0,0,0,1,2,0,0,0,0,37,0,0,0,0,0,0.008,0.130644183991238,379607
0,0,0,0,38,3,0,0,0,0,38,0,0,0,0,0,0.008,0.130644183991238,379608
0,0,0,0,0,2,0,0,0,0,39,0,0,0,0,0,0.008,0.130644183991238,379609
0,0,0,0,0,2,0,0,0,0,46,0,0,0,0,0,0.008,0.130644183991238,379630
0,0,0,0,1,2,0,0,0,0,47,0,0,0,0,0,0.008,0.130644183991238,379632
0,0,0,0,6,2,0,0,0,0,48,0,0,0,0,0,0.008,0.130644183991238,379635
0,0,0,0,12,3,0,0,0,0,49,0,0,0,0,0,0.008,0.130644183991238,379637
0,0,0,0,0,2,0,0,0,0,53,0,0,0,0,0,0.008,0.130644183991238,379670
0,0,0,0,0,1,0,0,0,0,54,0,0,0,0,0,0.008,0.130644183991238,379684
0,0,0,0,0,1,0,0,0,0,56,0,0,0,0,0,0.008,0.130644183991238,379701
0,0,0,0,0,1,0,0,0,0,59,0,0,0,0,0,0.008,0.130644183991238,379807
0,0,0,0,47,2,0,0,0,0,62,0,0,0,0,0,0.008,0.130644183991238,379837
0,0,0,0,0,1,0,0,0,0,63,0,0,0,0,0,0.008,0.130644183991238,379845
0,0,0,0,0,1,0,0,0,0,66,0,0,0,0,0,0.008,0.130644183991238,379900
0,0,0,0,3,2,0,0,0,0,68,0,0,0,0,0,0.008,0.130644183991238,379923
0,0,0,0,0,1,0,0,0,0,72,0,0,0,0,0,0.008,0.130644183991238,380730
0,0,0,0,0,1,0,0,0,0,73,0,0,0,0,0,0.008,0.130644183991238,380752
0,0,0,0,34,1,0,0,0,0,77,0,0,0,0,0,0.008,0.130644183991238,381254
0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0.008,0.130644183991238,381698
0,0,0,0,4,1,0,0,0,0,86,0,0,0,0,0,0.008,0.130644183991238,382374
0,0,0,0,0,2,0,0,0,0,90,0,0,0,0,0,0.008,0.130644183991238,383224
0,0,0,0,0,2,0,0,0,0,91,0,0,0,0,0,0.008,0.130644183991238,383631
0,0,0,0,0,1,0,0,0,0,99,0,0,0,0,0,0.008,0.130644183991238,386086
0,0,0,0,5,2,0,0,0,0,100,0,0,0,0,0,0.008,0.130644183991238,386146
0,0,0,0,0,2,0,0,0,0,101,0,0,0,0,0,0.008,0.130644183991238,386882
0,0,0,0,1,2,0,0,0,0,102,0,0,0,0,0,0.008,0.130644183991238,387140
0,0,0,0,0,2,0,0,0,0,103,0,0,0,0,0,0.008,0.130644183991238,388687
0,0,0,0,1,2,0,0,0,0,106,0,0,0,0,0,0.008,0.130644183991238,395073
0,0,0,0,0,1,0,0,0,0,110,0,0,0,0,0,0.008,0.130644183991238,398473
0,0,0,0,0,1,0,0,0,0,111,0,0,0,0,0,0.008,0.130644183991238,398674
0,0,0,0,0,1,0,0,0,0,112,0,0,0,0,0,0.008,0.130644183991238,400331
0,0,0,0,0,1,0,0,0,0,113,0,0,0,0,0,0.008,0.130644183991238,401752
0,0,0,0,16,2,0,0,0,0,114,0,0,0,0,0,0.008,0.130644183991238,401938
0,0,0,0,0,2,0,0,0,0,117,0,0,0,0,0,0.008,0.130644183991238,407495
0,0,0,0,0,1,0,0,0,0,119,0,0,0,0,0,0.008,0.130644183991238,411004
0,0,0,0,0,1,0,0,0,0,120,0,0,0,0,0,0.008,0.130644183991238,411575
0,0,0,0,0,1,0,0,0,0,121,0,0,0,0,0,0.008,0.130644183991238,412675
0,0,0,0,0,1,0,0,0,0,60,0,0,0,0,0,0.008,0.130644183991238,432588
0,0,0,0,0,1,0,0,0,0,55,0,0,0,0,0,0.008,0.130644183991238,432589
0,0,0,0,0,1,0,0,0,0,93,0,0,0,0,0,0.008,0.130644183991238,432608
0,0,0,0,0,1,0,0,0,0,92,0,0,0,0,0,0.008,0.130644183991238,432683
0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0.008,0.130644183991238,433031
0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0.008,0.130644183991238,433146
0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0.008,0.130644183991238,433641
0,0,0,0,0,1,0,0,0,0,78,0,0,0,0,0,0.008,0.130644183991238,434121
0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0.008,0.130644183991238,434143
0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0.008,0.130644183991238,434389
0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0.008,0.130644183991238,434791
0,0,0,0,0,1,0,0,0,0,105,0,0,0,0,0,0.008,0.130644183991238,444603
0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0.008,0.130644183991238,445339
0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0.008,0.130644183991238,445371
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0.008,0.130644183991238,446833
0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0.008,0.130644183991238,446844
0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0.008,0.130644183991238,447097
0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0.008,0.130644183991238,447099
0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0.008,0.130644183991238,447320
0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0.008,0.130644183991238,447330
23,0,0,166,0,0,0,0,0,23,125,4,4,4,0,0.333333333333333,0.00901162790697674,0.199869684653703,450596
