"no_of_review_by_the_author_got_merged","AVG_Merge_Time","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
5,0,0,5,0,2,0,0,0,5,11,2,2,2,0,0,0.0190672507085803,0.0275821051914882,385410
8,0,0,8,0,2,0,0,0,8,24,4,4,4,0,0.333333333333333,0.0210466439135381,0.0407262334893869,385418
0,0,0,0,0,1,0,0,0,0,29,0,0,0,0,0,0.0133333333333333,0.000469265727874714,385421
0,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0,0.0133333333333333,0.000469265727874714,385422
0,0,0,0,0,2,0,0,0,0,60,0,0,0,0,0,0.0133333333333333,0.000469265727874714,385425
0,0,0,0,0,2,0,0,0,0,35,0,0,0,0,0,0.0133333333333333,0.000469265727874714,385431
0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0.0133333333333333,0.000469265727874714,385479
0,0,0,0,0,3,0,0,0,0,37,0,0,0,0,0,0.0133333333333333,0.000469265727874714,385766
0,0,0,0,0,1,0,0,0,0,38,0,0,0,0,0,0.0133333333333333,0.000469265727874714,396936
0,0,0,0,0,2,0,0,0,0,39,0,0,0,0,0,0.0133333333333333,0.000469265727874714,396964
0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,0,0.0133333333333333,0.000469265727874714,396965
0,0,0,0,0,1,0,0,0,0,41,0,0,0,0,0,0.0133333333333333,0.000469265727874714,396966
18,0,0,18,0,1,0,0,0,18,45,6,6,6,0,0.4,0.019255789747593,0.0622757810206914,396973
0,0,0,0,0,2,0,0,0,0,57,0,0,0,0,0,0.0133333333333333,0.000469265727874714,407215
0,0,0,0,0,2,0,0,0,0,72,0,0,0,0,0,0.0133333333333333,0.000469265727874714,407715
0,0,0,0,0,1,0,0,0,0,48,0,0,0,0,0,0.0133333333333333,0.000469265727874714,407725
0,0,0,0,0,1,0,0,0,0,49,0,0,0,0,0,0.0133333333333333,0.000469265727874714,407727
0,0,0,0,0,1,0,0,0,0,50,0,0,0,0,0,0.0133333333333333,0.000469265727874714,407731
0,0,0,0,0,1,0,0,0,0,51,0,0,0,0,0,0.0133333333333333,0.000469265727874714,407735
0,0,0,0,0,1,0,0,0,0,53,0,0,0,0,0,0.0133333333333333,0.000469265727874714,407745
27,0,0,31,0,1,0,0,0,27,54,4,4,4,0,0.333333333333333,0.0174158625558955,0.262425715352663,407746
0,0,0,0,0,2,0,0,0,0,74,0,0,0,0,0,0.0133333333333333,0.000469265727874714,431712
0,0,0,0,0,1,0,0,0,0,55,0,0,0,0,0,0.0133333333333333,0.000469265727874714,431713
0,0,0,0,0,1,0,0,0,0,56,0,0,0,0,0,0.0133333333333333,0.000469265727874714,431826
0,0,0,0,0,2,0,0,0,0,58,0,0,0,0,0,0.0133333333333333,0.000469265727874714,432315
0,0,0,0,0,1,0,0,0,0,69,0,0,0,0,0,0.0133333333333333,0.000469265727874714,432421
0,0,0,0,0,1,0,0,0,0,66,0,0,0,0,0,0.0133333333333333,0.000469265727874714,434643
0,0,0,0,0,1,0,0,0,0,67,0,0,0,0,0,0.0133333333333333,0.000469265727874714,434740
2,0,2,2,0,1,0,55,4,2,71,2,2,2,0,0,0.0210346787947698,0.0073535103138162,443759
9,0,0,10,0,1,0,0,0,9,63,2,2,2,0,0,0.0177118238391575,0.0441327735552417,446155
0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.0133333333333333,0.000469265727874714,447467
23,0,0,24,0,0,0,0,0,23,15,14,14,14,58.3333333333333,0.285714285714286,0.0216945177367341,0.00620513323403118,447468
0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0.0133333333333333,0.000469265727874714,447470
0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0.0133333333333333,0.000469265727874714,447472
42,0,0,50,0,0,0,0,0,42,46,10,10,10,16,0.355555555555556,0.0216058394160584,0.026945050398575,448572
0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0.0133333333333333,0.000469265727874714,452635
