"upeople_id","X169scmChanges","X60scrChanges","X1mslChanges","X2mslChanges","X3mslChanges","X4mslChanges","number_of_domain","country","X169linesadded","X169linesremoved","X60ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
381786,0,0,0,0,0,0,2,0,0,0,0,50,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
381797,0,0,0,0,0,0,1,0,0,0,0,51,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
381808,0,0,0,0,0,0,2,0,0,0,0,52,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
382290,0,0,0,0,0,0,1,0,0,0,0,54,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
382303,0,0,0,0,0,0,4,0,0,0,0,61,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
385869,0,0,0,0,0,0,1,0,0,0,0,59,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
386369,0,0,0,0,0,0,1,0,0,0,0,60,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
387826,0,0,0,0,0,0,1,0,0,0,0,62,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
387827,0,0,0,0,0,0,1,0,0,0,0,63,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
387832,0,0,0,0,0,0,2,0,0,0,0,64,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
387833,0,0,0,0,0,0,1,0,0,0,0,65,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
387871,0,0,0,0,0,0,1,0,0,0,0,66,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
387891,0,0,0,1,0,0,1,0,0,0,0,67,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
387900,0,0,0,0,0,0,1,0,0,0,0,69,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
387943,0,0,0,0,0,0,2,0,0,0,0,71,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
387989,0,0,0,1,0,0,1,0,0,0,0,72,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
401016,0,0,0,0,0,0,2,0,0,0,0,84,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
405861,0,0,0,4,0,0,2,0,0,0,0,73,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
406837,0,0,0,7,0,0,1,0,0,0,0,74,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
407624,0,0,0,0,0,0,1,0,0,0,0,75,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
411962,0,0,0,2,0,0,1,0,0,0,0,76,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
414745,0,0,0,0,0,0,1,0,0,0,0,77,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
414947,0,0,0,0,5,0,2,0,0,0,0,78,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
415023,0,0,0,0,0,0,1,0,0,0,0,79,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
415121,0,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
415355,0,0,0,5,0,0,1,0,0,0,0,81,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
446833,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
447267,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
447311,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
447751,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,NA,0.0119047619047619,3.92523114670944e-17
