"upeople_id","X65scmChanges","X72scmChanges","X105scmChanges","X109scmChanges","X113scmChanges","X142scmChanges","X182scmChanges","X263scmChanges","X274scmChanges","X293scmChanges","X378scmChanges","X389scmChanges","X406scmChanges","X59scrChanges","X77scrChanges","X98scrChanges","X118scrChanges","X126scrChanges","X169scrChanges","X212scrChanges","X221scrChanges","X248scrChanges","X280scrChanges","X356scrChanges","X369scrChanges","X391scrChanges","X1mslChanges","X2mslChanges","X3mslChanges","X4mslChanges","X5mslChanges","X6mslChanges","X7mslChanges","X8mslChanges","X9mslChanges","X10mslChanges","X11mslChanges","number_of_domain","country","X65linesadded","X65linesremoved","X72linesadded","X72linesremoved","X105linesadded","X105linesremoved","X109linesadded","X109linesremoved","X113linesadded","X113linesremoved","X142linesadded","X142linesremoved","X182linesadded","X182linesremoved","X263linesadded","X263linesremoved","X274linesadded","X274linesremoved","X293linesadded","X293linesremoved","X378linesadded","X378linesremoved","X389linesadded","X389linesremoved","X406linesadded","X406linesremoved","X59ReviewGotMerged","X77ReviewGotMerged","X98ReviewGotMerged","X118ReviewGotMerged","X126ReviewGotMerged","X169ReviewGotMerged","X212ReviewGotMerged","X221ReviewGotMerged","X248ReviewGotMerged","X280ReviewGotMerged","X356ReviewGotMerged","X369ReviewGotMerged","X391ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
659,48,20,0,0,0,0,724,0,0,0,0,0,5011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,8,11,281,0,111,0,12,3,9,2433,1088,785,198,0,0,0,0,0,0,0,0,17451,13568,0,0,0,0,0,0,0,0,0,0,710461,467545,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0.00366300366300366,4.21486346659352e-05
663,1,1469,2,1,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,191,0,0,0,417,5,10,15,15,524403,463832,24,24,18,0,0,0,0,0,1253,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0.00366300366300366,4.21486346659352e-05
665,3,386,21,5,0,0,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,28,0,0,0,109,3,8,0,0,50772,38192,39,25,351,42,0,0,0,0,1064,1102,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0.00366300366300366,4.21486346659352e-05
668,59,0,0,0,16,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,167,0,0,0,1,4,9,10589,6254,0,0,0,0,0,0,116,109,0,0,5108,4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0.00366300366300366,4.21486346659352e-05
670,2,0,48,0,0,0,731,0,0,321,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,26,0,4,0,296,0,1,0,0,13,8,9,2,0,0,3951,3007,0,0,0,0,0,0,9335,6000,0,0,0,0,31900,30034,78,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0.00366300366300366,4.21486346659352e-05
671,6,22,1,0,0,0,410,0,0,0,0,243,0,0,0,0,1,0,0,14,6,0,0,0,4,0,0,0,0,14,0,0,98,0,0,0,1,3,6,1597,213,2358,1710,21,11,0,0,0,0,0,0,12926,10859,0,0,0,0,0,0,0,0,7662,5109,0,0,0,0,0,1,0,0,14,6,0,0,0,4,0,10,0,0,0,0,0,0.00366300366300366,4.21486346659352e-05
677,1,186,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,182,0,2,0,0,0,22,0,0,3,0,2,0,0,0,0,0,16,5,7,10,0,10809,3898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,266,0,0,0,0,0,0,0,0,0,0,0,0,161,0,2,0,0,0,14,29,10,10,10,68,0.177777777777778,0.00397637565054675,0.265515779657916
693,0,12,150,0,0,0,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,56,24,11859,11385,0,0,0,0,0,0,18175,14804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0.00366300366300366,4.21486346659352e-05
721,0,188,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,19,3,10,0,0,21940,10979,0,0,0,0,0,0,0,0,145,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0.00366300366300366,4.21486346659352e-05
724,0,352,0,0,0,0,61,0,223,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,6,15,3,9,0,0,33919,19862,0,0,0,0,0,0,0,0,1771,933,0,0,36313,26346,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0.00366300366300366,4.21486346659352e-05
735,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,5,8,0,15,2,0,2,36,3,7,0,0,4248,3037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0.00366300366300366,4.21486346659352e-05
738,0,60,0,0,0,83,69,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,2,0,3,0,28,0,0,0,6,4,6,0,0,4636,2628,0,0,0,0,0,0,562,352,2549,3777,0,0,19285,37621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0.00366300366300366,4.21486346659352e-05
743,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,7,1,7,0,0,65972,26285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0.00366300366300366,4.21486346659352e-05
750,0,56,0,0,0,0,324,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,50,0,0,0,0,3,8,0,0,1044,748,0,0,0,0,0,0,0,0,14204,10497,75865,54996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0.00366300366300366,4.21486346659352e-05
754,0,178,0,0,0,0,573,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,169,0,0,0,3,3,9,0,0,4999,3047,0,0,0,0,0,0,0,0,3679,2211,182582,30107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0.00366300366300366,4.21486346659352e-05
756,0,280,3,0,0,0,95,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,9,27,0,1,0,71,3,6,0,0,47073,7759,3,3,0,0,0,0,0,0,1549,1530,0,0,0,0,0,0,0,0,0,0,9194,5573,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0.00366300366300366,4.21486346659352e-05
758,0,273,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,10,4,8,0,0,139591,69589,0,0,0,0,0,0,0,0,94,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,2,2,2,0,0,0.00396178047075274,0.0242332231376444
759,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,2,9,0,0,1351,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0.00366300366300366,4.21486346659352e-05
